Promoter_1_gene_id	Promoter_1_Type	Cell_line_interaction	Promoter_2_gene_id	Promoter_2_Type		
ANKHD1	hPromoter	Hela	GLE1	hPromoter		
ANKIB1	hPromoter	Hela	CYP51A1	hPromoter		
ANKIB1	hPromoter	Hela	GATAD1	hPromoter		
ANKMY1	hPromoter	Hela	MTMR9	EPromoter(Hela)		
ANKMY1	hPromoter	Hela	CAPN10	hPromoter		
ANKRD1	EPromoter(Hela)	Hela	C8orf4	hPromoter		
ANKRD11	hPromoter	Hela	SPG7	EPromoter(Hela)		
ANKRD12	hPromoter	Hela	NDUFV2	hPromoter		
ANKRD13C	hPromoter	K562 & Hela	CTH	hPromoter		
ANKRD13D	hPromoter	Hela	SRRM1	hPromoter		
ANKRD13D	hPromoter	Hela	EVA1B	hPromoter		
ANKRD13D	hPromoter	Hela	SSH3	hPromoter		
ANKRD13D	hPromoter	Hela	ADRBK1	hPromoter		
ANKRD27	hPromoter	Hela	NUDT19	hPromoter		
ANKRD27	hPromoter	Hela	IQCG	hPromoter		
ANKRD27	hPromoter	Hela	LMLN	hPromoter		
ANKRD34A	hPromoter	Hela	RBM8A	hPromoter		
ANKRD34A	hPromoter	Hela	PEX11B	hPromoter		
ANKRD34A	hPromoter	Hela	ITGA10	hPromoter		
ANKRD34B	hPromoter	Hela	MSH3	hPromoter		
ANKRD34B	hPromoter	Hela	DHFR	hPromoter		
ANKRD34B	hPromoter	Hela	ZFYVE16	hPromoter		
ANKRD37	hPromoter	Hela	SLC25A4	hPromoter		
ANKRD37	hPromoter	K562	CFAP97	hPromoter		
ANKRD39	hPromoter	Hela	TUFT1	hPromoter		
ANKRD39	hPromoter	Hela	SEMA4C	hPromoter		
ANKRD39	hPromoter	Hela	CNNM3	hPromoter		
ANKRD40	hPromoter	Hela	LUC7L3	EPromoter(Hela)		
ANKRD40	hPromoter	Hela	DCAF6	hPromoter		
ANKRD40	hPromoter	Hela	MPC2	hPromoter		
ANKRD42	hPromoter	Hela	SYDE1	hPromoter		
ANKRD42	hPromoter	Hela	PCF11	hPromoter		
ANKRD46	hPromoter	Hela	RNF19A	hPromoter		
ANKRD52	hPromoter	Hela	COQ10A	hPromoter		
ANKS1A	hPromoter	Hela	UHRF1BP1	hPromoter		
ANKZF1	hPromoter	Hela	TUBA4A	hPromoter		
ANKZF1	hPromoter	Hela	ABCB6	hPromoter		
ANKZF1	hPromoter	Hela	DNAJB2	hPromoter		
ANLN	hPromoter	Hela	S100A6	hPromoter		
ANLN	hPromoter	Hela	GOLIM4	hPromoter		
ANLN	hPromoter	Hela	ANLN	hPromoter		
ANLN	hPromoter	K562 & Hela	KIAA0895	hPromoter		
ANO8	hPromoter	Hela	MRPL11	hPromoter		
ANO8	hPromoter	Hela	GTPBP3	hPromoter		
ANO8	hPromoter	Hela	DDA1	hPromoter		
ANO8	hPromoter	Hela	ABHD8	hPromoter		
ANO8	hPromoter	Hela	MRPL34	hPromoter		
ANO8	hPromoter	Hela	ANO8	hPromoter		
ANO9	hPromoter	K562	SCGB1C2	hPromoter		
ANO9	hPromoter	K562	SCGB1C1	hPromoter		
ANP32A	hPromoter	Hela	BUB1	hPromoter		
ANP32E	hPromoter	Hela	PRPF3	hPromoter		
ANP32E	hPromoter	Hela	TGOLN2	hPromoter		
ANXA11	hPromoter	K562 & Hela	PRPSAP2	hPromoter		
ANXA11	hPromoter	K562 & Hela	EFCAB13	hPromoter		
ANXA11	hPromoter	K562 & Hela	TUBB	hPromoter		
ANXA13	hPromoter	Hela	PLEKHH1	hPromoter		
ANXA2	hPromoter	Hela	TIA1	EPromoter(K562 & Hela)		
ANXA2	hPromoter	Hela	ICE2	EPromoter(K562)		
ANXA2	hPromoter	Hela	LYN	hPromoter		
ANXA2	hPromoter	Hela	FADS2	hPromoter		
ANXA2	hPromoter	Hela	FADS1	hPromoter		
ANXA3	hPromoter	Hela	ZFP36L2	hPromoter		
ANXA4	hPromoter	Hela	KIF14	hPromoter		
ANXA4	hPromoter	Hela	GMCL1	hPromoter		
ANXA7	hPromoter	Hela	PPP3CB	EPromoter(K562 & Hela)		
ANXA7	hPromoter	Hela	MRPS16	hPromoter		
ANXA7	hPromoter	Hela	ADIPOR2	hPromoter		
ANXA7	hPromoter	Hela	SUMF2	hPromoter		
AOC2	hPromoter	K562	RUNDC1	hPromoter		
AOC2	hPromoter	K562	RPL27	hPromoter		
AOC2	hPromoter	K562	PTGES3L	hPromoter		
AOC2	hPromoter	K562	AARSD1	hPromoter		
AP1AR	hPromoter	K562	C4orf32	hPromoter		
AP1B1	hPromoter	Hela	GAS2L1	hPromoter		
AP1G1	hPromoter	K562	ZNF821	hPromoter		
AP1G1	hPromoter	K562 & Hela	ATXN1L	hPromoter		
AP1G1	hPromoter	K562 & Hela	IST1	hPromoter		
AP1G2	hPromoter	Hela	THTPA	hPromoter		
AP2A1	hPromoter	Hela	CDK8	hPromoter		
AP2B1	EPromoter(Hela)	Hela	PEX12	hPromoter		
AP2B1	EPromoter(Hela)	K562	SLFN14	hPromoter		
AP2M1	hPromoter	Hela	PSMD2	EPromoter(Hela)		
AP2M1	hPromoter	Hela	ABCF3	hPromoter		
AP2M1	hPromoter	Hela	EIF2B5	hPromoter		
AP3B1	hPromoter	K562 & Hela	SCAMP1	hPromoter		
AP3B2	hPromoter	K562	CPEB1	EPromoter(K562)		
AP3M2	hPromoter	Hela	WBP2	hPromoter		
AP3S1	hPromoter	Hela	TICAM2	EPromoter(K562)		
AP3S1	hPromoter	Hela	TMED7	hPromoter		
AP4B1	hPromoter	Hela	RSBN1	hPromoter		
AP4B1	hPromoter	Hela	PHTF1	hPromoter		
AP4B1	hPromoter	Hela	RIMKLB	hPromoter		
AP4B1	hPromoter	K562 & Hela	HIPK1	hPromoter		
AP4E1	hPromoter	K562	QSOX1	hPromoter		
AP4M1	hPromoter	K562 & Hela	EXTL2	hPromoter		
AP4M1	hPromoter	K562 & Hela	MYO18A	hPromoter		
AP4M1	hPromoter	K562 & Hela	TAF6	hPromoter		
AP4M1	hPromoter	K562 & Hela	CNPY4	hPromoter		
AP4M1	hPromoter	K562 & Hela	COPS6	hPromoter		
AP4M1	hPromoter	K562 & Hela	MEPCE	hPromoter		
AP4M1	hPromoter	K562 & Hela	ZCWPW1	hPromoter		
AP5B1	hPromoter	Hela	FIBP	hPromoter		
AP5B1	hPromoter	Hela	KAT5	hPromoter		
AP5B1	hPromoter	Hela	CFL1	hPromoter		
AP5S1	hPromoter	Hela	MAVS	hPromoter		
AP5S1	hPromoter	Hela	CDC25B	hPromoter		
AP5S1	hPromoter	Hela	SPEF1	hPromoter		
AP5Z1	hPromoter	Hela	CDH16	hPromoter		
APAF1	hPromoter	Hela	SLC16A3	hPromoter		
APAF1	hPromoter	Hela	KLHL24	hPromoter		
APAF1	hPromoter	Hela	SLC25A3	hPromoter		
APAF1	hPromoter	Hela	TMPO	hPromoter		
APBB3	hPromoter	Hela	SRA1	hPromoter		
APBB3	hPromoter	Hela	TMCO6	hPromoter		
APBB3	hPromoter	Hela	IK	hPromoter		
APBB3	hPromoter	Hela	NDUFA2	hPromoter		
APC	hPromoter	Hela	NR2C1	hPromoter		
APC	hPromoter	Hela	OR2A25	hPromoter		
APC	hPromoter	Hela	SURF6	hPromoter		
APC2	hPromoter	Hela	USP49	hPromoter		
APEH	hPromoter	Hela	NDUFA6	hPromoter		
APEX1	hPromoter	Hela	PNP	hPromoter		
APEX1	hPromoter	Hela	PARP2	hPromoter		
APEX1	hPromoter	Hela	TEP1	hPromoter		
APEX1	hPromoter	Hela	KLHL33	hPromoter		
APEX1	hPromoter	K562	RNASE12	hPromoter		
APH1A	hPromoter	Hela	MRPS21	hPromoter		
API5	hPromoter	Hela	DALRD3	hPromoter		
APIP	hPromoter	Hela	CD44	hPromoter		
APITD1	hPromoter	Hela	POLR2G	hPromoter		
APLF	hPromoter	Hela	NUDT1	hPromoter		
APLF	hPromoter	Hela	FTSJ2	hPromoter		
APLP2	hPromoter	K562 & Hela	PRDM10	hPromoter		
APMAP	hPromoter	K562	HIST1H2BK	EPromoter(K562)		
APMAP	hPromoter	K562	HIST1H2AH	EPromoter(K562)		
APMAP	hPromoter	K562	ENTPD6	hPromoter		
APOA1BP	hPromoter	Hela	GPATCH4	hPromoter		
APOA2	hPromoter	K562	SDHC	EPromoter(Hela)		
APOA2	hPromoter	K562	CFAP126	hPromoter		
APOA2	hPromoter	K562	MPZ	hPromoter		
APOL2	hPromoter	Hela	ATG101	hPromoter		
APOLD1	hPromoter	Hela	DDX47	hPromoter		
APOLD1	hPromoter	Hela	CDKN1B	hPromoter		
APOLD1	hPromoter	K562	GPRC5A	hPromoter		
APOLD1	hPromoter	K562 & Hela	APOLD1	hPromoter		
APOM	hPromoter	Hela	STIP1	hPromoter		
APOM	hPromoter	Hela	C6orf47	hPromoter		
APOM	hPromoter	Hela	GPANK1	hPromoter		
APOM	hPromoter	Hela	CSNK2B	hPromoter		
APOM	hPromoter	Hela	C6orf48	hPromoter		
APOM	hPromoter	K562	PDLIM5	hPromoter		
APOM	hPromoter	K562	NEU1	hPromoter		
APOPT1	hPromoter	Hela	C9orf114	hPromoter		
APPL2	hPromoter	Hela	MLLT11	hPromoter		
APPL2	hPromoter	Hela	CDC42SE1	hPromoter		
APRT	hPromoter	Hela	CYBA	hPromoter		
APRT	hPromoter	Hela	ZNF446	hPromoter		
APRT	hPromoter	K562	ZNF778	hPromoter		
APTX	hPromoter	Hela	DNAJA1	hPromoter		
AQP6	hPromoter	K562	ASIC1	hPromoter		
AQR	hPromoter	Hela	C11orf30	hPromoter		
AQR	hPromoter	Hela	ZNF770	hPromoter		
ARAP1	EPromoter(K562)	Hela	USP45	hPromoter		
ARAP1	EPromoter(K562)	K562 & Hela	STARD10	hPromoter		
ARC	hPromoter	Hela	GLI4	EPromoter(Hela)		
ARC	hPromoter	Hela	LY6K	hPromoter		
ARC	hPromoter	Hela	THEM6	hPromoter		
ARF1	EPromoter(K562)	Hela	C1orf35	hPromoter		
ARF1	EPromoter(K562)	Hela	RPS21	hPromoter		
ARF3	hPromoter	Hela	PRKAG1	EPromoter(Hela)		
ARF3	hPromoter	Hela	DDX23	hPromoter		
ARF4	hPromoter	Hela	DENND6A	hPromoter		
ARF4	hPromoter	Hela	SLMAP	hPromoter		
ARF5	hPromoter	Hela	SND1	hPromoter		
ARF6	hPromoter	Hela	VCPKMT	EPromoter(Hela)		
ARFGAP2	hPromoter	Hela	SLC39A13	EPromoter(Hela)		
ARFGAP2	hPromoter	Hela	MADD	hPromoter		
ARFGAP2	hPromoter	Hela	PACSIN3	hPromoter		
ARFGAP2	hPromoter	Hela	NR1H3	hPromoter		
ARFGAP2	hPromoter	Hela	ACP2	hPromoter		
ARFGAP2	hPromoter	Hela	MYBPC3	hPromoter		
ARFGEF1	EPromoter(K562 & Hela)	Hela	SOX6	EPromoter(K562)		
ARFIP2	hPromoter	Hela	ILK	hPromoter		
ARFIP2	hPromoter	Hela	RRP8	hPromoter		
ARFIP2	hPromoter	Hela	TRIM3	hPromoter		
ARFRP1	hPromoter	Hela	UCKL1	hPromoter		
ARFRP1	hPromoter	K562 & Hela	TPD52L2	hPromoter		
ARHGAP1	hPromoter	Hela	F2	hPromoter		
ARHGAP11A	hPromoter	K562	ARHGAP11B	hPromoter		
ARHGAP11B	hPromoter	K562	ARHGAP11A	hPromoter		
ARHGAP19	hPromoter	K562	FRAT2	hPromoter		
ARHGAP26	hPromoter	Hela	MKNK2	hPromoter		
ARHGAP26	hPromoter	Hela	GGCT	hPromoter		
ARHGAP27	hPromoter	Hela	SMAD7	EPromoter(Hela)		
ARHGDIA	EPromoter(Hela)	Hela	MAFG	EPromoter(K562)		
ARHGDIA	EPromoter(Hela)	Hela	PYCR1	hPromoter		
ARHGDIA	EPromoter(Hela)	Hela	P4HB	hPromoter		
ARHGDIA	EPromoter(Hela)	Hela	NR2C2AP	hPromoter		
ARHGDIA	EPromoter(Hela)	Hela	TPRA1	hPromoter		
ARHGDIA	EPromoter(Hela)	Hela	PXK	hPromoter		
ARHGDIA	EPromoter(Hela)	Hela	EDF1	hPromoter		
ARHGDIA	EPromoter(Hela)	K562	ZNF500	hPromoter		
ARHGEF1	hPromoter	Hela	RPS19	hPromoter		
ARHGEF11	hPromoter	K562	ISG20L2	hPromoter		
ARHGEF11	hPromoter	K562	RRNAD1	hPromoter		
ARHGEF11	hPromoter	K562	PEAR1	hPromoter		
ARHGEF2	hPromoter	Hela	LAMTOR2	hPromoter		
ARHGEF3	hPromoter	Hela	HADH	hPromoter		
ARHGEF39	hPromoter	Hela	TPM2	hPromoter		
ARHGEF39	hPromoter	Hela	CREB3	hPromoter		
ARHGEF39	hPromoter	Hela	TLN1	hPromoter		
ARHGEF40	hPromoter	K562 & Hela	ZNF219	hPromoter		
ARID3A	EPromoter(Hela)	K562 & Hela	WDR18	EPromoter(Hela)		
ARID3A	EPromoter(Hela)	Hela	GRIN3B	hPromoter		
ARID3B	hPromoter	Hela	CYP11A1	hPromoter		
ARID4A	hPromoter	Hela	RBM25	EPromoter(Hela)		
ARID4A	hPromoter	Hela	PSMA3	hPromoter		
ARID4B	EPromoter(K562)	Hela	TBCE	hPromoter		
ARIH1	hPromoter	Hela	PKM	hPromoter		
ARIH1	hPromoter	Hela	HEXA	hPromoter		
ARIH1	hPromoter	K562	CELF6	hPromoter		
ARIH2	hPromoter	Hela	IP6K2	hPromoter		
ARIH2	hPromoter	Hela	PRKAR2A	hPromoter		
ARL10	hPromoter	Hela	SNX5	EPromoter(K562)		
ARL10	hPromoter	Hela	MGME1	hPromoter		
ARL10	hPromoter	K562 & Hela	HIGD2A	hPromoter		
ARL10	hPromoter	K562 & Hela	NOP16	hPromoter		
ARL16	hPromoter	Hela	RPL7	hPromoter		
ARL16	hPromoter	Hela	MRPL12	hPromoter		
ARL2	hPromoter	Hela	CAPN1	EPromoter(K562)		
ARL2	hPromoter	Hela	SERPINB8	hPromoter		
ARL2	hPromoter	Hela	CHERP	hPromoter		
ARL2	hPromoter	Hela	SAC3D1	hPromoter		
ARL2	hPromoter	Hela	ZFPL1	hPromoter		
ARL2	hPromoter	Hela	CDCA5	hPromoter		
ARL2	hPromoter	Hela	SNX15	hPromoter		
ARL2	hPromoter	Hela	ZNHIT2	hPromoter		
ARL2	hPromoter	Hela	MRPL49	hPromoter		
ARL2	hPromoter	Hela	FAU	hPromoter		
ARL2	hPromoter	Hela	PPP2R5B	hPromoter		
ARL2	hPromoter	Hela	BATF2	hPromoter		
ARL2	hPromoter	K562 & Hela	TM7SF2	hPromoter		
ARL2BP	hPromoter	Hela	PLLP	hPromoter		
ARL3	hPromoter	Hela	LGMN	hPromoter		
ARL3	hPromoter	Hela	TRIM8	hPromoter		
ARL4D	hPromoter	Hela	DHX8	hPromoter		
ARL5B	hPromoter	Hela	NSUN6	hPromoter		
ARL6IP1	hPromoter	Hela	RPS15A	EPromoter(Hela)		
ARL6IP1	hPromoter	Hela	COQ7	hPromoter		
ARL6IP4	hPromoter	Hela	ARL6IP4	hPromoter		
ARL6IP4	hPromoter	Hela	OGFOD2	hPromoter		
ARL6IP5	hPromoter	Hela	TMF1	hPromoter		
ARL6IP5	hPromoter	K562	EOGT	hPromoter		
ARL6IP6	hPromoter	Hela	PRDX1	hPromoter		
ARL8B	hPromoter	Hela	HIF1A	hPromoter		
ARL8B	hPromoter	Hela	OPA3	hPromoter		
ARMC1	hPromoter	Hela	MTFR1	hPromoter		
ARNT	hPromoter	Hela	IFT88	hPromoter		
ARPC1A	hPromoter	Hela	SMURF1	hPromoter		
ARPC1B	hPromoter	Hela	PDAP1	EPromoter(K562)		
ARPC1B	hPromoter	Hela	BUD31	EPromoter(K562)		
ARPC1B	hPromoter	Hela	TEX264	hPromoter		
ARPC1B	hPromoter	Hela	CPSF4	hPromoter		
ARPC1B	hPromoter	Hela	PTCD1	hPromoter		
ARPC2	EPromoter(Hela)	Hela	AAMP	hPromoter		
ARPC2	EPromoter(Hela)	Hela	PNKD	hPromoter		
ARPC3	hPromoter	Hela	FAM216A	hPromoter		
ARPC3	hPromoter	Hela	GPN3	hPromoter		
ARPC4	EPromoter(K562)	Hela	BRPF1	hPromoter		
ARPC4	EPromoter(K562)	Hela	NUP205	hPromoter		
ARPC5L	hPromoter	Hela	RBL1	hPromoter		
ARPC5L	hPromoter	Hela	ARPC5L	hPromoter		
ARPC5L	hPromoter	Hela	RPL35	hPromoter		
ARPC5L	hPromoter	Hela	RABEPK	hPromoter		
ARPC5L	hPromoter	K562 & Hela	WDR38	hPromoter		
ARPC5L	hPromoter	K562 & Hela	GOLGA1	hPromoter		
ARPC5L	hPromoter	K562 & Hela	HSPA5	hPromoter		
ARPP19	hPromoter	Hela	PPP1R2	EPromoter(K562)		
ARPP19	hPromoter	Hela	SHC1	EPromoter(Hela)		
ARPP19	hPromoter	Hela	CKS1B	hPromoter		
ARPP19	hPromoter	K562 & Hela	MYO5A	hPromoter		
ARRB2	hPromoter	Hela	MINK1	EPromoter(K562)		
ARRB2	hPromoter	Hela	UBE2Q2	hPromoter		
ARRB2	hPromoter	Hela	MED11	hPromoter		
ARRB2	hPromoter	Hela	VMO1	hPromoter		
ARRB2	hPromoter	Hela	PELP1	hPromoter		
ARRB2	hPromoter	Hela	CHRNE	hPromoter		
ARRB2	hPromoter	Hela	NLRP4	hPromoter		
ARRB2	hPromoter	Hela	NLRP11	hPromoter		
ARRB2	hPromoter	K562 & Hela	GLTPD2	hPromoter		
ARRDC2	hPromoter	Hela	C6orf99	EPromoter(Hela)		
ARTN	hPromoter	Hela	IPO13	hPromoter		
ARV1	hPromoter	Hela	RPL10A	hPromoter		
ASB16	hPromoter	Hela	HDAC5	hPromoter		
ASB6	hPromoter	Hela	NDUFV2	hPromoter		
ASB6	hPromoter	Hela	ASB6	hPromoter		
ASB6	hPromoter	Hela	IER5L	hPromoter		
ASB6	hPromoter	Hela	NTMT1	hPromoter		
ASB6	hPromoter	Hela	TOR1B	hPromoter		
ASB6	hPromoter	Hela	TOR1A	hPromoter		
ASB7	hPromoter	Hela	DZIP3	hPromoter		
ASB7	hPromoter	Hela	KIAA1524	hPromoter		
ASB8	EPromoter(Hela)	Hela	ASB8	EPromoter(Hela)		
ASB8	EPromoter(Hela)	K562 & Hela	SENP1	hPromoter		
ASB8	EPromoter(Hela)	K562 & Hela	PFKM	hPromoter		
ASCL3	hPromoter	Hela	SLC6A15	hPromoter		
ASF1B	hPromoter	Hela	POLR3A	hPromoter		
ASF1B	hPromoter	Hela	TEN1	hPromoter		
ASF1B	hPromoter	Hela	ACOX1	hPromoter		
ASF1B	hPromoter	Hela	PRKACA	hPromoter		
ASF1B	hPromoter	Hela	LOC113230	hPromoter		
ASH1L	hPromoter	Hela	GBA	EPromoter(Hela)		
ASH1L	hPromoter	Hela	RUSC1-AS1	hPromoter		
ASH1L	hPromoter	Hela	FAM189B	hPromoter		
ASH1L	hPromoter	Hela	SCAMP3	hPromoter		
ASH1L	hPromoter	Hela	CLK2	hPromoter		
ASH1L	hPromoter	Hela	FDPS	hPromoter		
ASH1L	hPromoter	Hela	RUSC1	hPromoter		
ASH1L	hPromoter	Hela	THBS3	hPromoter		
ASH1L	hPromoter	Hela	ABHD17A	hPromoter		
ASH1L	hPromoter	Hela	ASH1L	hPromoter		
ASH1L	hPromoter	K562 & Hela	HCN3	hPromoter		
ASH1L	hPromoter	K562 & Hela	YY1AP1	hPromoter		
ASH1L	hPromoter	K562 & Hela	DAP3	hPromoter		
ASH2L	hPromoter	Hela	TTC39C	EPromoter(K562)		
ASIC1	hPromoter	K562	AQP6	hPromoter		
ASIC3	hPromoter	Hela	CDK5	hPromoter		
ASIC3	hPromoter	Hela	SLC4A2	hPromoter		
ASNA1	hPromoter	Hela	MYOF	hPromoter		
ASNA1	hPromoter	Hela	TNPO2	hPromoter		
ASNSD1	hPromoter	Hela	OSGEPL1	hPromoter		
ASNSD1	hPromoter	Hela	HIBCH	hPromoter		
ASNSD1	hPromoter	Hela	DCTN6	hPromoter		
ASPH	hPromoter	Hela	TCTEX1D4	hPromoter		
ASPH	hPromoter	Hela	BTBD19	hPromoter		
ASPHD1	hPromoter	Hela	INO80E	EPromoter(Hela)		
ASPHD1	hPromoter	Hela	HIRIP3	EPromoter(Hela)		
ASPHD1	hPromoter	Hela	KCTD13	hPromoter		
ASPHD1	hPromoter	Hela	TMEM219	hPromoter		
ASPSCR1	hPromoter	Hela	WDR34	EPromoter(K562 & Hela)		
ASS1	hPromoter	Hela	MRPL3	hPromoter		
ASS1	hPromoter	Hela	ASS1	hPromoter		
ASUN	hPromoter	Hela	YY1	hPromoter		
ASUN	hPromoter	Hela	HN1	hPromoter		
ASUN	hPromoter	K562 & Hela	TM7SF3	hPromoter		
ATAD1	hPromoter	Hela	PTEN	hPromoter		
ATAD2	hPromoter	Hela	WDYHV1	hPromoter		
ATAD2B	hPromoter	Hela	UBXN2A	hPromoter		
ATAD2B	hPromoter	Hela	SF3B6	hPromoter		
ATAD2B	hPromoter	Hela	FAM228B	hPromoter		
ATAD2B	hPromoter	Hela	TP53I3	hPromoter		
ATAD2B	hPromoter	K562	MFSD2B	hPromoter		
ATAD3B	hPromoter	Hela	MRPL20	hPromoter		
ATAD3B	hPromoter	K562	AURKAIP1	hPromoter		
ATAD5	hPromoter	Hela	EXOC1	hPromoter		
ATAD5	hPromoter	Hela	CRLF3	hPromoter		
ATAT1	hPromoter	Hela	PPP1R10	hPromoter		
ATAT1	hPromoter	Hela	MRPS18B	hPromoter		
ATE1	EPromoter(K562)	K562 & Hela	NSMCE4A	hPromoter		
ATF2	hPromoter	Hela	ECE1	hPromoter		
ATF2	hPromoter	Hela	ATP5G3	hPromoter		
ATF2	hPromoter	Hela	ATF2	hPromoter		
ATF3	EPromoter(K562)	Hela	CENPO	hPromoter		
ATF3	EPromoter(K562)	Hela	PTRHD1	hPromoter		
ATF3	EPromoter(K562)	K562	NENF	hPromoter		
ATF4	hPromoter	Hela	STAT1	hPromoter		
ATF4	hPromoter	Hela	RPS19BP1	hPromoter		
ATF4	hPromoter	Hela	MIEF1	hPromoter		
ATF4	hPromoter	Hela	GCNT1	hPromoter		
ATF5	hPromoter	Hela	AKT1S1	hPromoter		
ATF5	hPromoter	Hela	TBC1D17	hPromoter		
ATF5	hPromoter	Hela	VRK3	hPromoter		
ATF5	hPromoter	Hela	ZNF473	hPromoter		
ATF6	hPromoter	Hela	DUSP12	EPromoter(Hela)		
ATF6B	hPromoter	Hela	PPT2	hPromoter		
ATF6B	hPromoter	K562 & Hela	AGPAT1	hPromoter		
ATF7	hPromoter	Hela	ATP5G2	hPromoter		
ATF7IP	hPromoter	Hela	ZNFX1	EPromoter(Hela)		
ATG13	hPromoter	Hela	GPANK1	hPromoter		
ATG13	hPromoter	Hela	CSNK2B	hPromoter		
ATG14	EPromoter(Hela)	Hela	ATG14	EPromoter(Hela)		
ATG14	EPromoter(Hela)	Hela	FBXO34	hPromoter		
ATG14	EPromoter(Hela)	Hela	LGALS3	hPromoter		
ATG16L1	EPromoter(Hela)	K562	INPP5D	hPromoter		
ATG16L2	EPromoter(Hela)	Hela	STARD10	hPromoter		
ATG2B	hPromoter	K562 & Hela	AK7	hPromoter		
ATG4B	hPromoter	Hela	DTYMK	hPromoter		
ATG4B	hPromoter	Hela	STK25	hPromoter		
ATG5	hPromoter	Hela	C6orf203	hPromoter		
ATG5	hPromoter	Hela	ZNF706	hPromoter		
ATIC	hPromoter	Hela	ZNF446	hPromoter		
ATL3	hPromoter	Hela	RTN3	hPromoter		
ATM	hPromoter	Hela	KDELC2	hPromoter		
ATMIN	hPromoter	K562 & Hela	C16orf46	hPromoter		
ATN1	hPromoter	Hela	C12orf57	hPromoter		
ATN1	hPromoter	Hela	PTPN6	hPromoter		
ATN1	hPromoter	Hela	SPSB2	hPromoter		
ATOX1	hPromoter	Hela	ATOX1	hPromoter		
ATP10A	hPromoter	Hela	ABLIM1	hPromoter		
ATP11B	hPromoter	Hela	EIF4B	hPromoter		
ATP13A1	hPromoter	Hela	TUBB	hPromoter		
ATP13A1	hPromoter	Hela	GMIP	hPromoter		
ATP13A1	hPromoter	Hela	RAB28	hPromoter		
ATP13A2	hPromoter	Hela	TCTEX1D2	hPromoter		
ATP2A1	hPromoter	Hela	TUFM	hPromoter		
ATP2A1	hPromoter	Hela	RABEP2	hPromoter		
ATP2A2	hPromoter	Hela	TMEM238	hPromoter		
ATP2C1	EPromoter(K562)	K562 & Hela	PIK3R4	hPromoter		
ATP4B	hPromoter	Hela	GRK1	hPromoter		
ATP5A1	hPromoter	Hela	KPNA3	hPromoter		
ATP5B	hPromoter	Hela	BAZ2A	EPromoter(K562 & Hela)		
ATP5B	hPromoter	Hela	PTGES3	hPromoter		
ATP5B	hPromoter	Hela	PRIM1	hPromoter		
ATP5B	hPromoter	K562	NACA	hPromoter		
ATP5C1	hPromoter	Hela	TAF3	hPromoter		
ATP5D	hPromoter	Hela	CIRBP	hPromoter		
ATP5E	hPromoter	Hela	PRELID3B	hPromoter		
ATP5E	hPromoter	Hela	CITED2	hPromoter		
ATP5G1	hPromoter	Hela	UBE2Z	hPromoter		
ATP5G1	hPromoter	Hela	SNF8	hPromoter		
ATP5G2	hPromoter	Hela	ATF7	hPromoter		
ATP5G2	hPromoter	Hela	NPFF	hPromoter		
ATP5H	hPromoter	Hela	RFESD	hPromoter		
ATP5H	hPromoter	Hela	ICT1	hPromoter		
ATP5H	hPromoter	Hela	SLC16A5	hPromoter		
ATP5H	hPromoter	Hela	NUP85	hPromoter		
ATP5I	hPromoter	Hela	PIGG	EPromoter(Hela)		
ATP5I	hPromoter	Hela	ZNF721	EPromoter(Hela)		
ATP5I	hPromoter	Hela	MFSD7	hPromoter		
ATP5J	hPromoter	Hela	GSE1	hPromoter		
ATP5J	hPromoter	Hela	MRPL39	hPromoter		
ATP5S	hPromoter	Hela	MAP4K5	hPromoter		
ATP5S	hPromoter	Hela	ATL1	hPromoter		
ATP5S	hPromoter	Hela	SOS2	hPromoter		
ATP5SL	hPromoter	K562	CEACAM21	hPromoter		
ATP5SL	hPromoter	K562	ATP5SL	hPromoter		
ATP6AP1L	hPromoter	Hela	C9orf24	hPromoter		
ATP6V0A1	hPromoter	Hela	DNAJC7	EPromoter(Hela)		
ATP6V0A1	hPromoter	Hela	NKIRAS2	EPromoter(Hela)		
ATP6V0A2	hPromoter	Hela	GTF2H3	hPromoter		
ATP6V0A2	hPromoter	Hela	EIF2B1	hPromoter		
ATP6V0B	hPromoter	Hela	CCDC24	hPromoter		
ATP6V0B	hPromoter	Hela	IPO13	hPromoter		
ATP6V0E1	hPromoter	K562 & Hela	CREBRF	hPromoter		
ATP6V0E1	hPromoter	K562 & Hela	BNIP1	hPromoter		
ATP6V1C1	hPromoter	K562 & Hela	AZIN1	hPromoter		
ATP6V1D	hPromoter	Hela	CD320	hPromoter		
ATP6V1D	hPromoter	Hela	SIRT5	hPromoter		
ATP6V1E1	hPromoter	Hela	BCL2L13	hPromoter		
ATP6V1E1	hPromoter	Hela	RPL8	hPromoter		
ATP6V1G1	hPromoter	Hela	RNF165	hPromoter		
ATP6V1G1	hPromoter	Hela	DFNB31	hPromoter		
ATP6V1H	hPromoter	Hela	RGS20	hPromoter		
ATP8B2	hPromoter	Hela	IL6R	hPromoter		
ATP8B2	hPromoter	K562	HAX1	hPromoter		
ATPAF1	hPromoter	Hela	IMPA1	hPromoter		
ATPAF1	hPromoter	K562	EFCAB14	hPromoter		
ATPAF2	hPromoter	Hela	DRG2	hPromoter		
ATPIF1	hPromoter	Hela	PHACTR4	hPromoter		
ATR	hPromoter	Hela	U2SURP	hPromoter		
ATR	hPromoter	K562	TRPC1	hPromoter		
